Gymnasieprogram_kod,Gymnasieprogram,Gymnasieprogramstyp
TEROBVS0N,"Teknikprogrammet; Särskild variant, smarta system och produkter (Nationellt godkänd idrottsutbildning)",Högskoleförberedande program
TESAM,"Teknikprogrammet, Samhällsbyggande och miljö",Högskoleförberedande program
TESAM000I,Teknikprogrammet; Samhällsbyggande och miljö (Idrottsutbildning vid riksidrottsgymnasium),Högskoleförberedande program
TESAM000N,Teknikprogrammet; Samhällsbyggande och miljö (Nationellt godkänd idrottsutbildning),Högskoleförberedande program
TESAMVE,"Teknikprogrammet, Samhällsbyggande och miljö, särskild variant inom det estetiska området",Högskoleförberedande program
TESAMVE0I,"Teknikprogrammet; Samhällsbyggande och miljö, särskild variant inom det estetiska området (Idrottsutbildning vid riksidrottsgymnasium)",Högskoleförberedande program
TESAMVE0N,"Teknikprogrammet; Samhällsbyggande och miljö, särskild variant inom det estetiska området (Nationellt godkänd idrottsutbildning)",Högskoleförberedande program
TESJOV,"Teknikprogrammet; Särskild variant, sjöfart",Högskoleförberedande program
TESJOV00I,"Teknikprogrammet; Särskild variant, sjöfart (Idrottsutbildning vid riksidrottsgymnasium)",Högskoleförberedande program
TESJOV00N,"Teknikprogrammet; Särskild variant, sjöfart (Nationellt godkänd idrottsutbildning)",Högskoleförberedande program
TETEK,"Teknikprogrammet, Teknikvetenskap",Högskoleförberedande program
TETEK000I,Teknikprogrammet; Teknikvetenskap (Idrottsutbildning vid riksidrottsgymnasium),Högskoleförberedande program
TETEK000N,Teknikprogrammet; Teknikvetenskap (Nationellt godkänd idrottsutbildning),Högskoleförberedande program
TETEKVE,"Teknikprogrammet, Teknikvetenskap, särskild variant inom det estetiska området",Högskoleförberedande program
TETEKVE0I,"Teknikprogrammet; Teknikvetenskap, särskild variant inom det estetiska området (Idrottsutbildning vid riksidrottsgymnasium)",Högskoleförberedande program
TETEKVE0N,"Teknikprogrammet; Teknikvetenskap, särskild variant inom det estetiska området (Nationellt godkänd idrottsutbildning)",Högskoleförberedande program
TX,RX-Tågteknikerutbildningen,Riksrekryterande yrkesutbildning
TX000000I,RX-Tågteknikerutbildningen (Idrottsutbildning vid riksidrottsgymnasium),Riksrekryterande yrkesutbildning
TX000000N,RX-Tågteknikerutbildningen (Nationellt godkänd idrottsutbildning),Riksrekryterande yrkesutbildning
TXTAG,RX-Tågteknikerutbildningen; Tåg,Riksrekryterande yrkesutbildning
TXTAG000I,RX-Tågteknikerutbildningen; Tåg (Idrottsutbildning vid riksidrottsgymnasium),Riksrekryterande yrkesutbildning
TXTAG000N,RX-Tågteknikerutbildningen; Tåg (Nationellt godkänd idrottsutbildning),Riksrekryterande yrkesutbildning
TXTAG0A,"Tågteknikutbildningen; Tåg, anställd lärling",Riksrekryterande yrkesutbildning
TXTAG0A0I,"Tågteknikutbildningen; Tåg, anställd lärling (Idrottsutbildning vid riksidrottsgymnasium)",Riksrekryterande yrkesutbildning
TXTAG0A0N,"Tågteknikutbildningen; Tåg, anställd lärling (Nationellt godkänd idrottsutbildning)",Riksrekryterande yrkesutbildning
TXTAG0L,"RX-Tågteknikerutbildningen; Tåg, lärling",Riksrekryterande yrkesutbildning
TXTAG0L0I,"RX-Tågteknikerutbildningen; Tåg, lärling (Idrottsutbildning vid riksidrottsgymnasium)",Riksrekryterande yrkesutbildning
TXTAG0L0N,"RX-Tågteknikerutbildningen; Tåg, lärling (Nationellt godkänd idrottsutbildning)",Riksrekryterande yrkesutbildning
UX,RX-Utbildningen samiska näringar,Riksrekryterande yrkesutbildning
UX000000I,RX-Utbildningen samiska näringar (Idrottsutbildning vid riksidrottsgymnasium),Riksrekryterande yrkesutbildning
UX000000N,RX-Utbildningen samiska näringar (Nationellt godkänd idrottsutbildning),Riksrekryterande yrkesutbildning
UXSAM,RX-Utbildningen samiska näringar;,Riksrekryterande yrkesutbildning
UXSAM000I,RX-Utbildningen samiska näringar; (Idrottsutbildning vid riksidrottsgymnasium),Riksrekryterande yrkesutbildning
UXSAM000N,RX-Utbildningen samiska näringar; (Nationellt godkänd idrottsutbildning),Riksrekryterande yrkesutbildning
UXSAM0A,Utbildningen samiska näringar; anställd lärling,Riksrekryterande yrkesutbildning
UXSAM0A0I,Utbildningen samiska näringar; anställd lärling (Idrottsutbildning vid riksidrottsgymnasium),Riksrekryterande yrkesutbildning
UXSAM0A0N,Utbildningen samiska näringar; anställd lärling (Nationellt godkänd idrottsutbildning),Riksrekryterande yrkesutbildning
UXSAM0L,RX-Utbildningen samiska näringar; lärling,Riksrekryterande yrkesutbildning
UXSAM0L0I,RX-Utbildningen samiska näringar; lärling (Idrottsutbildning vid riksidrottsgymnasium),Riksrekryterande yrkesutbildning
UXSAM0L0N,RX-Utbildningen samiska näringar; lärling (Nationellt godkänd idrottsutbildning),Riksrekryterande yrkesutbildning
VF,VVS- och fastighetsprogrammet,Yrkesprogram
VF000000I,VVS- och fastighetsprogrammet (Idrottsutbildning vid riksidrottsgymnasium),Yrkesprogram
VF000000N,VVS- och fastighetsprogrammet (Nationellt godkänd idrottsutbildning),Yrkesprogram
VFFAS,"VVS- och fastighetsprogrammet, Fastighet",Yrkesprogram
VFFAS000I,VVS- och fastighetsprogrammet; Fastighet (Idrottsutbildning vid riksidrottsgymnasium),Yrkesprogram
VFFAS000N,VVS- och fastighetsprogrammet; Fastighet (Nationellt godkänd idrottsutbildning),Yrkesprogram
VFFAS0A,"VVS- och fastighetsprogrammet; Fastighet, anställd lärling",Yrkesprogram
VFFAS0A0I,"VVS- och fastighetsprogrammet; Fastighet, anställd lärling (Idrottsutbildning vid riksidrottsgymnasium)",Yrkesprogram
VFFAS0A0N,"VVS- och fastighetsprogrammet; Fastighet, anställd lärling (Nationellt godkänd idrottsutbildning)",Yrkesprogram
VFFAS0L,"VVS- och fastighetsprogrammet, Fastighet, lärling",Yrkesprogram
VFFAS0L0I,"VVS- och fastighetsprogrammet; Fastighet, lärling (Idrottsutbildning vid riksidrottsgymnasium)",Yrkesprogram
VFFAS0L0N,"VVS- och fastighetsprogrammet; Fastighet, lärling (Nationellt godkänd idrottsutbildning)",Yrkesprogram
VFKYL,"VVS- och fastighetsprogrammet, Kyl- och värmepumpsteknik",Yrkesprogram
VFKYL000I,VVS- och fastighetsprogrammet; Kyl- och värmepumpsteknik (Idrottsutbildning vid riksidrottsgymnasium),Yrkesprogram
VFKYL000N,VVS- och fastighetsprogrammet; Kyl- och värmepumpsteknik (Nationellt godkänd idrottsutbildning),Yrkesprogram
VFKYL0A,"VVS- och fastighetsprogrammet; Kyl- och värmepumpsteknik, anställd lärling",Yrkesprogram
VFKYL0A0I,"VVS- och fastighetsprogrammet; Kyl- och värmepumpsteknik, anställd lärling (Idrottsutbildning vid riksidrottsgymnasium)",Yrkesprogram
VFKYL0A0N,"VVS- och fastighetsprogrammet; Kyl- och värmepumpsteknik, anställd lärling (Nationellt godkänd idrottsutbildning)",Yrkesprogram
VFKYL0L,"VVS- och fastighetsprogrammet, Kyl- och värmepumpsteknik, lärling",Yrkesprogram
VFKYL0L0I,"VVS- och fastighetsprogrammet; Kyl- och värmepumpsteknik, lärling (Idrottsutbildning vid riksidrottsgymnasium)",Yrkesprogram
VFKYL0L0N,"VVS- och fastighetsprogrammet; Kyl- och värmepumpsteknik, lärling (Nationellt godkänd idrottsutbildning)",Yrkesprogram
VFVEN,"VVS- och fastighetsprogrammet, Ventilationsteknik",Yrkesprogram
VFVEN000I,VVS- och fastighetsprogrammet; Ventilationsteknik (Idrottsutbildning vid riksidrottsgymnasium),Yrkesprogram
VFVEN000N,VVS- och fastighetsprogrammet; Ventilationsteknik (Nationellt godkänd idrottsutbildning),Yrkesprogram
VFVEN0A,"VVS- och fastighetsprogrammet; Ventilationsteknik, anställd lärling",Yrkesprogram
VFVEN0A0I,"VVS- och fastighetsprogrammet; Ventilationsteknik, anställd lärling (Idrottsutbildning vid riksidrottsgymnasium)",Yrkesprogram
VFVEN0A0N,"VVS- och fastighetsprogrammet; Ventilationsteknik, anställd lärling (Nationellt godkänd idrottsutbildning)",Yrkesprogram
VFVEN0L,"VVS- och fastighetsprogrammet, Ventilationsteknik, lärling",Yrkesprogram
VFVEN0L0I,"VVS- och fastighetsprogrammet; Ventilationsteknik, lärling (Idrottsutbildning vid riksidrottsgymnasium)",Yrkesprogram
VFVEN0L0N,"VVS- och fastighetsprogrammet; Ventilationsteknik, lärling (Nationellt godkänd idrottsutbildning)",Yrkesprogram
VFVVS,"VVS- och fastighetsprogrammet, VVS",Yrkesprogram
VFVVS000I,VVS- och fastighetsprogrammet; VVS (Idrottsutbildning vid riksidrottsgymnasium),Yrkesprogram
VFVVS000N,VVS- och fastighetsprogrammet; VVS (Nationellt godkänd idrottsutbildning),Yrkesprogram
VFVVS00R,"VVS- och fastighetsprogrammet, VVS (riksrekryterande)",Yrkesprogram
VFVVS00RI,VVS- och fastighetsprogrammet; VVS (riksrekryterande) (Idrottsutbildning vid riksidrottsgymnasium),Yrkesprogram
VFVVS00RN,VVS- och fastighetsprogrammet; VVS (riksrekryterande) (Nationellt godkänd idrottsutbildning),Yrkesprogram
VFVVS0A,"VVS- och fastighetsprogrammet; VVS, anställd lärling",Yrkesprogram
VFVVS0A0I,"VVS- och fastighetsprogrammet; VVS, anställd lärling (Idrottsutbildning vid riksidrottsgymnasium)",Yrkesprogram
VFVVS0A0N,"VVS- och fastighetsprogrammet; VVS, anställd lärling (Nationellt godkänd idrottsutbildning)",Yrkesprogram
VFVVS0AR,"VVS- och fastighetsprogrammet; VVS, anställd lärling (riksrekryterande)",Yrkesprogram
VFVVS0ARI,"VVS- och fastighetsprogrammet; VVS, anställd lärling (riksrekryterande) (Idrottsutbildning vid riksidrottsgymnasium)",Yrkesprogram
VFVVS0ARN,"VVS- och fastighetsprogrammet; VVS, anställd lärling (riksrekryterande) (Nationellt godkänd idrottsutbildning)",Yrkesprogram
VFVVS0L,"VVS- och fastighetsprogrammet, VVS, lärling",Yrkesprogram
VFVVS0L0I,"VVS- och fastighetsprogrammet; VVS, lärling (Idrottsutbildning vid riksidrottsgymnasium)",Yrkesprogram
VFVVS0L0N,"VVS- och fastighetsprogrammet; VVS, lärling (Nationellt godkänd idrottsutbildning)",Yrkesprogram
VFVVS0LR,"VVS- och fastighetsprogrammet, VVS, lärling (riksrekryterande)",Yrkesprogram
VFVVS0LRI,"VVS- och fastighetsprogrammet; VVS, lärling (riksrekryterande) (Idrottsutbildning vid riksidrottsgymnasium)",Yrkesprogram
VFVVS0LRN,"VVS- och fastighetsprogrammet; VVS, lärling (riksrekryterande) (Nationellt godkänd idrottsutbildning)",Yrkesprogram
VIDES,"Teknikprogrammet; Gymnasieingenjörsexamen, vidareutbildning i form av ett fjärde tekniskt år, design och produktutveckling","Vidareutbildning, med ett fjärde år"
VIDES000I,"Teknikprogrammet; Gymnasieingenjörsexamen, vidareutbildning i form av ett fjärde tekniskt år, design och produktutveckling (Idrottsutbildning vid riksidrottsgymnasium)","Vidareutbildning, med ett fjärde år"
VIDES000N,"Teknikprogrammet; Gymnasieingenjörsexamen, vidareutbildning i form av ett fjärde tekniskt år, design och produktutveckling (Nationellt godkänd idrottsutbildning)","Vidareutbildning, med ett fjärde år"
VIINF,"Teknikprogrammet; Gymnasieingenjörsexamen, vidareutbildning i form av ett fjärde tekniskt år, informationsteknik","Vidareutbildning, med ett fjärde år"
VIINF000I,"Teknikprogrammet; Gymnasieingenjörsexamen, vidareutbildning i form av ett fjärde tekniskt år, informationsteknik (Idrottsutbildning vid riksidrottsgymnasium)","Vidareutbildning, med ett fjärde år"
VIINF000N,"Teknikprogrammet; Gymnasieingenjörsexamen, vidareutbildning i form av ett fjärde tekniskt år, informationsteknik (Nationellt godkänd idrottsutbildning)","Vidareutbildning, med ett fjärde år"
VIPRO,"Teknikprogrammet; Gymnasieingenjörsexamen, vidareutbildning i form av ett fjärde tekniskt år, produktionsteknik","Vidareutbildning, med ett fjärde år"
VIPRO000I,"Teknikprogrammet; Gymnasieingenjörsexamen, vidareutbildning i form av ett fjärde tekniskt år, produktionsteknik (Idrottsutbildning vid riksidrottsgymnasium)","Vidareutbildning, med ett fjärde år"
VIPRO000N,"Teknikprogrammet; Gymnasieingenjörsexamen, vidareutbildning i form av ett fjärde tekniskt år, produktionsteknik (Nationellt godkänd idrottsutbildning)","Vidareutbildning, med ett fjärde år"
VISAM,"Teknikprogrammet; Gymnasieingenjörsexamen, vidareutbildning i form av ett fjärde tekniskt år, samhällsbyggande","Vidareutbildning, med ett fjärde år"
VISAM000I,"Teknikprogrammet; Gymnasieingenjörsexamen, vidareutbildning i form av ett fjärde tekniskt år, samhällsbyggande (Idrottsutbildning vid riksidrottsgymnasium)","Vidareutbildning, med ett fjärde år"
VISAM000N,"Teknikprogrammet; Gymnasieingenjörsexamen, vidareutbildning i form av ett fjärde tekniskt år, samhällsbyggande (Nationellt godkänd idrottsutbildning)","Vidareutbildning, med ett fjärde år"
VO,Vård- och omsorgsprogrammet,Yrkesprogram
VO000000I,Vård- och omsorgsprogrammet (Idrottsutbildning vid riksidrottsgymnasium),Yrkesprogram
VO000000N,Vård- och omsorgsprogrammet (Nationellt godkänd idrottsutbildning),Yrkesprogram
VOVAR,"Vård- och omsorgsprogrammet,",Yrkesprogram
VOVAR000I,Vård- och omsorgsprogrammet; (Idrottsutbildning vid riksidrottsgymnasium),Yrkesprogram
VOVAR000N,Vård- och omsorgsprogrammet; (Nationellt godkänd idrottsutbildning),Yrkesprogram
VOVAR0A,Vård- och omsorgsprogrammet; anställd lärling,Yrkesprogram
VOVAR0A0I,Vård- och omsorgsprogrammet; anställd lärling (Idrottsutbildning vid riksidrottsgymnasium),Yrkesprogram
VOVAR0A0N,Vård- och omsorgsprogrammet; anställd lärling (Nationellt godkänd idrottsutbildning),Yrkesprogram
VOVAR0L,"Vård- och omsorgsprogrammet, lärling",Yrkesprogram
VOVAR0L0I,Vård- och omsorgsprogrammet; lärling (Idrottsutbildning vid riksidrottsgymnasium),Yrkesprogram
VOVAR0L0N,Vård- och omsorgsprogrammet; lärling (Nationellt godkänd idrottsutbildning),Yrkesprogram
VOVARV0R,"Vård- och omsorgsprogrammet, Särskild variant, teckenspråk (riksrekryterande)",Yrkesprogram
VOVARV0RI,"Vård- och omsorgsprogrammet; Särskild variant, teckenspråk (riksrekryterande) (Idrottsutbildning vid riksidrottsgymnasium)",Yrkesprogram
VOVARV0RN,"Vård- och omsorgsprogrammet; Särskild variant, teckenspråk (riksrekryterande) (Nationellt godkänd idrottsutbildning)",Yrkesprogram
VOVARVAR,"Vård- och omsorgsprogrammet; Särskild variant, teckenspråk, anställd lärling (riksrekryterande)",Yrkesprogram
VOVARVARI,"Vård- och omsorgsprogrammet; Särskild variant, teckenspråk, anställd lärling (riksrekryterande) (Idrottsutbildning vid riksidrottsgymnasium)",Yrkesprogram
VOVARVARN,"Vård- och omsorgsprogrammet; Särskild variant, teckenspråk, anställd lärling (riksrekryterande) (Nationellt godkänd idrottsutbildning)",Yrkesprogram
VOVARVLR,"Vård- och omsorgsprogrammet, Särskild variant, teckenspråk, lärling (riksrekryterande)",Yrkesprogram
VOVARVLRI,"Vård- och omsorgsprogrammet; Särskild variant, teckenspråk, lärling (riksrekryterande) (Idrottsutbildning vid riksidrottsgymnasium)",Yrkesprogram
VOVARVLRN,"Vård- och omsorgsprogrammet; Särskild variant, teckenspråk, lärling (riksrekryterande) (Nationellt godkänd idrottsutbildning)",Yrkesprogram
YX,Yrkesdansarutbildningen;,Riksrekryterande särskild yrkesutbildning
YX000000I,Yrkesdansarutbildningen; (Idrottsutbildning vid riksidrottsgymnasium),Riksrekryterande särskild yrkesutbildning
YX000000N,Yrkesdansarutbildningen; (Nationellt godkänd idrottsutbildning),Riksrekryterande särskild yrkesutbildning
YXKLA,Yrkesdansarutbildningen; Klassisk balett,Riksrekryterande särskild yrkesutbildning
YXKLA000I,Yrkesdansarutbildningen; Klassisk balett (Idrottsutbildning vid riksidrottsgymnasium),Riksrekryterande särskild yrkesutbildning
YXKLA000N,Yrkesdansarutbildningen; Klassisk balett (Nationellt godkänd idrottsutbildning),Riksrekryterande särskild yrkesutbildning
YXKLA0A,"Yrkesdansarutbildningen; Klassisk balett, anställd lärling",Riksrekryterande särskild yrkesutbildning
YXKLA0A0I,"Yrkesdansarutbildningen; Klassisk balett, anställd lärling (Idrottsutbildning vid riksidrottsgymnasium)",Riksrekryterande särskild yrkesutbildning
YXKLA0A0N,"Yrkesdansarutbildningen; Klassisk balett, anställd lärling (Nationellt godkänd idrottsutbildning)",Riksrekryterande särskild yrkesutbildning
YXKLA0L,"Yrkesdansarutbildningen; Klassisk balett, lärling",Riksrekryterande särskild yrkesutbildning
YXKLA0L0I,"Yrkesdansarutbildningen; Klassisk balett, lärling (Idrottsutbildning vid riksidrottsgymnasium)",Riksrekryterande särskild yrkesutbildning
YXKLA0L0N,"Yrkesdansarutbildningen; Klassisk balett, lärling (Nationellt godkänd idrottsutbildning)",Riksrekryterande särskild yrkesutbildning
YXMOD,Yrkesdansarutbildningen; Modern nutida dans,Riksrekryterande särskild yrkesutbildning
YXMOD000I,Yrkesdansarutbildningen; Modern nutida dans (Idrottsutbildning vid riksidrottsgymnasium),Riksrekryterande särskild yrkesutbildning
YXMOD000N,Yrkesdansarutbildningen; Modern nutida dans (Nationellt godkänd idrottsutbildning),Riksrekryterande särskild yrkesutbildning
YXMOD0A,"Yrkesdansarutbildningen; Modern nutida dans, anställd lärling",Riksrekryterande särskild yrkesutbildning
